PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
155,4/14/23,5:32:40 PM,1,2,Eric Schroeder,schroer43,Right,Boston college,Damon Lux,lux--da43,Right,Duke,,6,Top,0,0,1,Slider,,InPlay,,FlyBall,HomeRun,0,1,,81.72690375,-0.832163951,-1.975894563,2498.378599,123.7380835,10:00,4.553839653,2.447769141,6,-35.4270389,6.473538973,-6.873514043,1.886467732,-0.191260082,74.89878977,-7.392168642,-2.970978082,0.465888005,107.102548,23.33484685,18.43554213,3164.839088,,,,401.8794001,,31.08643493,4.658109173,3.13221757,3.728906201,-2.282976227,50,4.465367158,4.306753897,-118.8603569,-2.789877549,4.463571824,23.60521868,-26.86016564,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,9311beaa-b901-4120-b562-8480080b67db,81.8632893,4.549402642,2.449409891,-0.777991504,-1.996573819,75.00748339,1.890700827,-0.192412648,-7.327741187,-2.988211799,0.465757106,-6.678920893,4.532335143,-75.06506968,55.01741739,643.8868403,-2413.981226,25.77218844,-0.143138036,-0.966219142,0.21431769,31.09948893,93.29524649,42.42374996,-0.08402232,0.231310546,1.431434733,207.5026273,344.1652392,96.54851877,9.64283231,1.235437654,0.625336363,-0.270390928,-0.7320131,,,0.995499653,0,0.994031493,64.30740502,high,high,40.48432435,71.37775241,54.66,Peter Burns,burnspe42,Boston college
156,4/14/23,5:33:21 PM,1,1,Eric Schroeder,schroer43,Right,Boston college,Damon Lux,lux--da43,Right,Duke,,6,Bottom,0,0,0,Sinker,,StrikeCalled,,,,0,0,,87.2314415,-2.288372745,-2.421901057,2005.08808,229.7835692,1:45,4.458385358,1.898877217,6,-26.01829452,10.84067281,9.686574103,1.380375577,0.885379347,81.13016647,-7.228075744,0.333643084,0.43696143,,,,,,,,,,,,-5.921721298,6.505465909,-1.707452318,50,4.256767678,5.050758426,-126.7384909,-5.900941237,-9.592550676,26.88659524,-21.63589551,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,7f1f2e20-e4b8-4a27-9669-e721010972d1,87.40054494,4.456677889,1.902862166,-2.2679967,-2.471016361,81.27382062,1.382215788,0.882152737,-7.199615685,0.284066075,0.436819758,10.13911818,9.365082595,-34.74702667,9.401109066,1647.533783,-1142.808227,82.16765134,-0.530537376,-0.569954127,-0.627441141,,,,,,,,,,,,,,,,,0.950736927,0,,,high,high,81.53900184,7.611569723,54.66,,,
157,4/14/23,5:33:34 PM,2,2,Eric Schroeder,schroer43,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,6,Top,0,0,1,Slider,,InPlay,,FlyBall,Out,1,0,,79.56211062,-0.834870222,-3.586320202,2416.513009,104.7093609,9:30,4.639464865,2.137023735,6,-38.95107605,5.455698391,-8.150917811,2.335871997,0.33085971,75.37646151,-6.761109773,-2.511637002,0.479618732,85.00105754,35.03381607,-17.38738897,2908.302726,,,,325.2046122,,-17.44750889,5.19986843,3.336446641,3.187422107,-1.840192662,50,4.548650747,7.47866532,-115.5391541,-2.820737684,4.484230566,22.6782025,-27.89011006,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1d2de4de-3ade-4740-9f43-eff83fbac7dd,79.69015034,4.634189081,2.138449358,-0.770570674,-3.604297832,75.48064235,2.340621653,0.329915982,-6.688459822,-2.525735509,0.479488495,-7.980579002,3.272612477,-74.0536873,54.36069777,663.9043316,-2323.524513,27.47365022,-0.069759986,-0.961519555,0.265732365,-20.79862126,66.41970908,48.79569021,-0.370307884,2.368833655,2.442376045,-97.50672737,310.2426114,-6.868954298,19.60144626,1.205839224,0.977833625,0.208300551,-0.021266911,,,0.997070947,0,0.996188813,46.49727118,high,high,41.07537201,51.56247913,54.66,Peter Burns,burnspe42,Boston college
158,4/14/23,5:34:08 PM,3,1,Eric Schroeder,schroer43,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,6,Top,1,0,0,Slider,,StrikeSwinging,,,,0,0,,78.48945195,-1.364003097,-4.170917371,2327.491701,117.0100737,10:00,4.532894458,2.024430605,6,-38.00134757,4.053799323,-3.976851486,1.504226607,-0.056214972,74.96147636,-8.074078858,-2.899067065,0.485927002,,,,,,,,,,,,1.133446036,3.155359974,-1.682067629,50,4.39793046,8.430904851,-113.9065729,-3.883009639,1.485185006,21.44280996,-28.03949604,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1c976690-205d-4f48-8e7f-a1184f1c4394,78.61377963,4.527784234,2.02785,-1.3019337,-4.213313888,75.05995745,1.508737537,-0.058549694,-8.005014117,-2.934604122,0.48579976,-3.583512001,2.103336061,-84.48856567,70.26353689,223.5425098,-2316.731828,9.604438535,-0.043618284,-0.995377052,0.085568506,,,,,,,,,,,,,,,,,0.830387144,0,,,high,high,26.76281679,5.927470319,54.66,Peter Burns,burnspe42,Boston college
159,4/14/23,5:34:21 PM,3,2,Eric Schroeder,schroer43,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,6,Top,1,0,1,Slider,,StrikeCalled,,,,0,0,,79.18337268,-1.581431164,-3.647936519,2469.041128,109.806385,9:45,4.365581064,2.207564623,6,-38.7735146,6.093075786,-8.267866227,1.379225677,0.69811015,74.87101256,-7.952151816,-2.773457862,0.466550649,,,,,,,,,,,,3.84317986,2.97007938,-2.448559595,50,5.319225327,2.928022873,-118.693926,-3.243361402,5.461112817,23.55040336,-27.95360215,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0c69f056-3ea4-4914-9c56-932d9fc00fae,79.31013902,4.360457161,2.208999599,-1.51868072,-3.666131478,74.972047,1.383872667,0.697204403,-7.880910312,-2.787082052,0.466432189,-8.095401642,3.906179398,-74.49333441,53.96338952,660.0993022,-2379.166451,26.73504685,-0.090589773,-0.96359936,0.251534821,,,,,,,,,,,,,,,,,0.974704139,0,,,high,high,41.43294943,51.29430095,54.66,Peter Burns,burnspe42,Boston college
160,4/14/23,5:34:34 PM,3,3,Eric Schroeder,schroer43,Right,Boston college,Devin Obee,obee-de42,Right,Duke,,6,Top,1,0,2,Sinker,,InPlay,,GroundBall,Out,1,0,,88.02578021,-1.839597122,-3.092431909,2006.770522,228.5524193,1:30,4.56560007,1.755025881,6,-24.84630931,10.47258511,9.045551052,1.868282408,0.590338575,81.32244878,-6.626941647,0.149962053,0.433066846,,,,,,,,,,,,-5.839242249,6.372686165,-1.508642717,50,4.400856251,6.611551301,-127.859944,-4.930955215,-9.630726386,27.27162095,-21.66350829,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,ad7bfce6-2833-46c8-84ff-550c7622991b,88.19783385,4.563997084,1.758898,-1.820507784,-3.140054427,81.46903976,1.870096536,0.587165026,-6.598718429,0.101099879,0.432926157,9.505472955,9.044471286,-37.52989663,10.75182868,1591.440426,-1222.475072,79.30355803,-0.524937657,-0.609175318,-0.594429044,,,,,,,,,,,,,,,,,0.857307132,0,,,high,high,80.32335419,17.49686029,54.66,Peter Burns,burnspe42,Boston college
161,4/14/23,5:35:35 PM,4,1,Eric Schroeder,schroer43,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,6,Top,2,0,0,Slider,,InPlay,,LineDrive,Single,0,0,,81.31434237,-0.838778252,-2.364045351,2315.159479,124.1905439,10:15,4.584513491,2.333319945,6,-35.22270922,5.626386207,-5.260528323,2.149120513,-0.543857575,75.82576537,-6.8139428,-3.278392027,0.460005204,93.58536451,12.50489683,-26.92109949,2311.037048,,,,174.5044351,,-31.22924432,1.529627719,2.179608495,3.094986204,-1.834418585,50,5.254517926,4.971892069,-120.3226188,-1.542929649,3.186992892,23.91348926,-27.64860428,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,40da151e-67cc-467c-960b-dfa418d2afaf,81.44787019,4.579976871,2.335440422,-0.78322955,-2.390705596,75.93705999,2.153266791,-0.545380112,-6.750668264,-3.301292215,0.459884068,-5.000315995,3.734978008,-78.18153936,34.64448461,474.1710988,-2266.08146,20.48114193,-0.115093136,-0.978801452,0.169414544,-41.36682912,81.46410848,20.26338885,0.538522242,2.641904037,2.286345918,-90.47418507,149.2186975,0.723629194,-34.22170138,-0.292840839,-0.318249741,-0.277995901,0.906330724,,,0.524322765,0,0.990722472,53.63601727,high,high,58.81996385,28.38747191,54.66,Peter Burns,burnspe42,Boston college
162,4/14/23,5:36:15 PM,5,1,Eric Schroeder,schroer43,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,6,Top,2,0,0,Slider,,BallCalled,,,,0,0,,79.50059903,-0.552865069,-3.227308273,2356.42384,103.3077042,9:30,4.615693527,2.376420346,6,-37.21573166,4.442325201,-5.66790749,2.379795423,-0.739101377,75.10549053,-6.588103622,-4.152819737,0.479382026,,,,,,,,,,,,2.431354015,2.670635787,-2.110000471,50,4.547404897,6.695525055,-115.5146145,-2.273579268,3.272489719,22.29516608,-28.5794977,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,7c87aaab-cb36-4f63-aedc-507559de7391,79.62616835,4.610433138,2.378793876,-0.488419723,-3.257149419,75.21056788,2.384365119,-0.740747882,-6.518251552,-4.177555151,0.479255585,-5.382877031,2.440085478,-78.99599105,26.71018915,449.7886842,-2313.098237,19.08776667,-0.043936334,-0.981613833,0.185752206,,,,,,,,,,,,,,,,,0.976654683,0,,,high,high,65.96082977,45.17003892,54.66,Peter Burns,burnspe42,Boston college
163,4/14/23,5:36:31 PM,5,2,Eric Schroeder,schroer43,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,6,Top,2,1,0,Sinker,,BallCalled,,,,0,0,,88.15851773,-1.587795715,-1.598646169,1960.787555,229.70831,1:45,5.88339127,2.072131858,6,-25.81200298,10.21298952,9.17070425,2.255945156,1.350395348,80.4855163,-6.425894212,0.129121058,0.43198978,,,,,,,,,,,,-5.405565695,5.964256884,-1.947445359,50,5.739057398,3.281421195,-128.202166,-4.389762051,-8.958916094,27.53701656,-22.28918647,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,86052cc1-3333-4d05-81cd-8baef30f2038,88.33637079,5.881543712,2.076210481,-1.566012348,-1.64836931,80.6308736,2.257927939,1.347150401,-6.395226627,0.079422347,0.431857633,9.637742417,8.735920887,-37.49754449,18.72894867,1555.648504,-1193.585174,79.33794256,-0.513061939,-0.608727433,-0.60515978,,,,,,,,,,,,,,,,,0.990787836,0,,,medium,high,73.14394619,-0.481567647,54.66,Peter Burns,burnspe42,Boston college
164,4/14/23,5:36:52 PM,5,3,Eric Schroeder,schroer43,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,6,Top,2,2,0,Slider,,StrikeCalled,,,,0,0,,81.55066381,0.882773978,-2.933210997,2414.18579,100.7711464,9:15,5.249914608,3.108270454,6,-37.6044128,4.553377511,-7.038344975,2.93769122,-0.206391374,74.56593256,-6.161715294,-4.254339087,0.467315776,,,,,,,,,,,,2.940855112,2.197196056,-2.865376639,50,5.299798879,6.28294641,-118.5144213,0.704455342,4.164911276,23.5489566,-29.06232654,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,6502666d-2162-4a36-8623-6afc57e6f6d2,81.69195065,5.244304423,3.110183769,0.948690289,-2.956412656,74.67080588,2.942407618,-0.207592924,-6.0894119,-4.272319809,0.467195695,-6.816311026,2.464039304,-75.24262259,43.13021344,614.9569799,-2334.549409,25.47264516,-0.047604966,-0.967013151,0.250238551,,,,,,,,,,,,,,,,,0.996091251,0,,,medium,high,51.1828079,40.69301762,54.66,Peter Burns,burnspe42,Boston college
165,4/14/23,5:37:11 PM,5,4,Eric Schroeder,schroer43,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,6,Top,2,2,1,Sinker,,StrikeSwinging,,,,0,0,,88.36321148,-1.268095777,-1.993704229,2103.835911,230.1542791,1:45,5.368672948,1.861602224,6,-25.40922595,10.46062082,9.523022327,2.071925779,0.801746884,80.59220091,-6.03532294,-0.199766872,0.431058569,,,,,,,,,,,,-5.711414557,6.005923192,-1.704958397,50,5.250583172,4.164180932,-128.4882613,-3.669329494,-9.506320869,27.70664532,-22.17753604,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,6ab529e2-9fa9-425c-b9c0-9fbed9b07a75,88.54485753,5.366941032,1.866013848,-1.248159936,-2.046596904,80.73892624,2.073776256,0.798335448,-6.006613496,-0.251942854,0.430924333,10.01969932,8.998887457,-39.64101735,2.102981161,1620.072975,-1342.195624,77.00567174,-0.49339272,-0.637975432,-0.591228359,,,,,,,,,,,,,,,,,0.970231897,0,,,medium,high,88.10731695,21.52004087,54.66,Peter Burns,burnspe42,Boston college
166,4/14/23,5:37:30 PM,5,5,Eric Schroeder,schroer43,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,6,Top,2,2,2,Slider,,BallCalled,,GroundBall,,1,0,,82.8442073,-0.384475713,-4.09646295,2444.893841,72.56493476,8:30,5.14648409,2.914742106,6,-39.63392804,1.427709146,-9.166309059,1.485453774,-1.662342851,75.87915521,-7.777680511,-5.813541033,0.461200376,,,,,,,,,,,,3.714994466,0.885355432,-2.575646327,50,5.091991957,8.887980677,-120.2296732,-2.007746739,5.397556247,24.92012821,-30.88770696,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,d7918b99-5979-4ec8-941a-201d7afe35dc,82.9734628,5.139605085,2.91576656,-0.302939302,-4.109200781,75.97195503,1.491185723,-1.66289657,-7.691415078,-5.821519254,0.461091066,-9.042473453,-0.867330421,-69.94431186,41.13760166,838.4355069,-2296.634885,34.29332975,0.102751298,-0.939359757,0.32717796,,,,,,,,,,,,,,,,,0.557641734,0,,,medium,high,52.97615851,22.7372737,54.66,Peter Burns,burnspe42,Boston college
167,4/14/23,5:40:53 PM,1,1,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,6,Bottom,0,0,0,Fastball,,BallCalled,,LineDrive,,0,0,,95.52885739,-2.079016563,-0.519226459,,,,5.428295825,-0.716687143,6,,,,1.064614189,-1.199202687,87.85625728,-7.519050465,-0.519226459,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,e78ce86b-0666-48c4-a1cf-30a7ea4be82f,95.68553181,5.424384278,-0.716687143,-2.032188035,-0.519226459,87.97957579,1.067974643,-1.199202687,-7.467572723,-0.519226459,0.397603534,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Alex Stone,stoneal45,Duke
168,4/14/23,5:41:09 PM,1,2,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,6,Bottom,0,1,0,Fastball,,BallCalled,,,,0,0,,96.56164218,-2.808620768,-2.426778001,2258.971295,205.8412596,12:45,6.687442063,0.896595991,6,-14.40195204,15.72900562,6.646814506,2.872870913,-0.805987848,87.83986013,-5.510335726,-1.174962577,0.395073582,,,,,,,,,,,,-4.292821861,9.300682371,-0.702990847,50,6.450196584,5.707995413,-140.2277264,-7.394663118,-8.504640925,33.20210173,-13.74818276,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,65ff8568-4e57-4c95-89f5-c5d19c5f8cc9,96.76202691,6.688125981,0.899082815,-2.817430085,-2.456596333,88.00787921,2.87272097,-0.807949633,-5.512014081,-1.204934346,0.394949214,6.926547694,14.72519652,-11.39885104,53.22040176,2214.413397,-446.4578562,98.02751377,-0.882252644,-0.197637685,-0.42728166,,,,,,,,,,,,,,,,,0.995027449,0,,,medium,high,42.10163842,75.27834817,54.66,Alex Stone,stoneal45,Duke
169,4/14/23,5:41:25 PM,1,3,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,6,Bottom,0,2,0,Fastball,,Foul,,,,0,0,,96.07523825,-3.776872776,-0.758663462,2269.237465,204.8199902,12:45,6.568205183,-0.05925802,6,-14.46117179,15.98308292,6.427541704,1.847966736,-0.228675034,87.53057393,-6.48089584,0.452992671,0.397122228,,,,,,,,,,,,-3.686020945,9.719964212,0.117204991,50,6.252089906,1.621218369,-139.4995396,-9.718334937,-7.227500146,32.83169125,-13.11527488,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,739f5090-e507-4e82-9c89-4c14494f9cd4,96.2738975,6.568892564,-0.056821058,-3.785660598,-0.787696218,87.69523113,1.847825722,-0.230547507,-6.48251998,0.424191032,0.396997335,6.699639175,14.9705191,-9.756677012,73.44566673,2236.415934,-384.5548675,98.55363168,-0.89450339,-0.169464357,-0.413697373,,,,,,,,,,,,,,,,,0.666591026,0,,,medium,high,23.89889994,-80.39805538,54.66,Alex Stone,stoneal45,Duke
170,4/14/23,5:42:01 PM,1,4,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,6,Bottom,0,2,1,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,c4e7beec-68e1-404f-91b6-3921b1131be6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
171,4/14/23,5:42:05 PM,1,5,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,6,Bottom,0,3,1,Fastball,,StrikeSwinging,,,,0,0,,96.39594293,-2.711545883,-1.586643109,2242.64307,209.1287851,1:00,6.51729349,0.392494555,6,-14.99149187,15.21713934,7.408576551,2.745390179,-0.464923214,87.69496855,-5.52421433,-0.190078091,0.395582478,,,,,,,,,,,,-4.459410186,8.999536534,-0.267748989,50,6.287740043,3.618255019,-140.0669178,-7.165355045,-8.811164299,33.23467332,-14.39223726,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,01e0d691-d370-4b55-aa5c-119cd71a0156,96.59405113,6.517797365,0.395200388,-2.718222106,-1.619619993,87.86180335,2.745381328,-0.467099495,-5.523788922,-0.223438191,0.395459514,7.718012947,14.18014297,-11.157105,81.14051587,2200.257778,-433.9512043,98.11002954,-0.857018364,-0.193499898,-0.477574407,,,,,,,,,,,,,,,,,0.981308698,0,,,medium,high,16.97353572,-77.64637352,54.66,Alex Stone,stoneal45,Duke
172,4/14/23,5:42:48 PM,1,6,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,6,Bottom,0,3,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,c9aaeba0-918a-4428-8df5-86cc1ec5be01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
173,4/14/23,5:42:55 PM,2,1,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,6,Bottom,1,0,0,Fastball,,StrikeCalled,,,,0,0,,97.48677513,-3.779901885,-1.05448319,2285.206332,208.6474974,1:00,6.536083013,0.066860729,6,-14.23986923,15.33196195,7.251093642,1.831171627,-0.308893231,88.8079182,-6.443010214,0.312302613,0.391390817,,,,,,,,,,,,-4.216032351,9.368915525,0.014669907,50,6.219824015,2.346454129,-141.5378264,-9.86075172,-8.510797848,33.77288064,-13.26125683,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3535272d-3fba-406c-8797-679abe31a106,97.68679977,6.536718965,0.069627404,-3.787950056,-1.087302216,88.97248053,1.831065791,-0.310978414,-6.444136219,0.279955762,0.39126934,7.558972651,14.34715135,-11.85522119,76.5516352,2236.46252,-469.4713779,97.86698422,-0.858866801,-0.205439383,-0.469193434,,,,,,,,,,,,,,,,,0.997466594,0,,,medium,high,21.10352832,-61.65080923,54.66,Alex Stone,stoneal45,Duke
174,4/14/23,5:43:10 PM,2,2,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,6,Bottom,1,0,1,Curveball,,StrikeCalled,,,,0,0,,85.20641193,-0.666106147,-0.701668885,2238.405751,48.98481491,7:45,6.655879314,0.828757578,6,-41.28000921,-2.71155761,-7.2318424,2.596810623,-0.425969462,78.12475659,-8.385216799,-2.064645994,0.446979519,,,,,,,,,,,,3.691926018,-1.265611249,-0.767457872,50,6.577560306,1.744194118,-123.9743244,-2.730782088,5.713175892,26.10208525,-34.1325557,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,59b700ac-bc13-47bb-b9ba-e9b34c2378e3,85.32915069,6.648299528,0.830333503,-0.575246368,-0.721164008,78.20944396,2.602986875,-0.426967815,-8.291093482,-2.079719707,0.446881559,-7.045305105,-4.942780393,-68.61763607,41.47567895,816.100736,-2084.332003,36.45901712,0.239265591,-0.931168087,0.275096292,,,,,,,,,,,,,,,,,0.90612704,0,,,medium,high,52.67188895,36.13963458,54.66,Alex Stone,stoneal45,Duke
175,4/14/23,5:43:27 PM,2,3,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,6,Bottom,1,0,2,Fastball,,Foul,,,,0,0,,98.21118238,-2.55289419,-0.966267413,2256.662362,211.1170168,1:00,6.440118747,0.248586797,6,-14.32955332,14.76141689,7.848674423,2.871748724,0.004633155,89.30820717,-5.242574871,0.513867606,0.388195615,,,,,,,,,,,,-4.515916538,8.710653921,-0.174579292,50,6.223941024,2.125448397,-142.753303,-6.881003916,-9.264741212,34.64094846,-14.30349027,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,236c81cc-e111-46e0-9ed7-40195a81607b,98.41330147,6.440667322,0.251508872,-2.560019872,-1.001095652,89.47545383,2.871698986,0.002393053,-5.242846183,0.479224485,0.388074272,8.175221455,13.75795832,-9.885795474,75.27273827,2223.155257,-387.4347896,98.51519195,-0.843401992,-0.171684872,-0.509114313,,,,,,,,,,,,,,,,,0.989119804,0,,,medium,high,22.25453556,-25.06519486,54.66,Alex Stone,stoneal45,Duke
176,4/14/23,5:43:57 PM,2,4,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,6,Bottom,1,0,2,Curveball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1cd7c8cc-808e-4715-adb4-ff9f579d3f0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
177,4/14/23,5:44:22 PM,2,5,Fran Oschell iii,oschefr42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,6,Bottom,1,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,b1988590-1ea3-4fc2-a627-fb9c8bc0a790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
178,4/14/23,5:44:44 PM,3,1,Fran Oschell iii,oschefr42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,6,Bottom,2,0,0,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,23bb99ff-1c3c-4ea0-9276-e45bb3dd6e92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
179,4/14/23,5:44:59 PM,3,2,Fran Oschell iii,oschefr42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,6,Bottom,2,0,1,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0bd73f6f-48a7-4da5-b8e8-4c540dfb1cfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
180,4/14/23,5:45:16 PM,3,3,Fran Oschell iii,oschefr42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,6,Bottom,2,1,1,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,66ef4239-f666-4e4f-9eba-ab35d78bc515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
181,4/14/23,5:45:26 PM,3,4,Fran Oschell iii,oschefr42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,6,Bottom,2,1,2,Fastball,,Foul,,Popup,,0,0,,96.71872126,-2.004199849,-0.0512741,,,,5.756833706,-0.555766697,6,,,,1.522813837,-0.603414268,88.91555831,-7.312513234,-0.0512741,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,2aa64600-53e7-4040-a538-d1cb37e719d8,96.8782077,5.752973504,-0.555766697,-1.95841822,-0.0512741,89.04102941,1.526081125,-0.603414268,-7.26232426,-0.0512741,0.39267165,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Alex Stone,stoneal45,Duke
